Name,Size,Type,Tag,Alignment,CR,[PH],Spellcaster,Legendary,Lair,Unique,Familiar,Template,Arctic,Coastal,Desert,Forest,Grassland,Hill,Mountain,Swamp,Underdark,Underwater,Urban,Other Plane,Source,Page
Rot Troll,Large,Giant,,Chaotic Evil,9,,,,,,,,,,x,x,,,,x,x,,,,Mordenkainen Presents: Monsters of the Multiverse,247
Spirit Troll,Large,Giant,,Chaotic Evil,11,,,,,,,,,x,,x,,,,x,x,,,,Mordenkainen Presents: Monsters of the Multiverse,247
Venom Troll,Large,Giant,,Chaotic Evil,7,,,,,,,,,,,x,,,,x,x,,,,Mordenkainen Presents: Monsters of the Multiverse,248
Ulitharid,Large,Aberration,mind flayer,Lawful Evil,9,,x,,,,,,,,,,,,,,x,,,,Mordenkainen Presents: Monsters of the Multiverse,249
Vampiric Mist,Medium,Undead,,Chaotic Evil,3,,,,,,,,x,x,,x,x,,x,x,x,,x,,Mordenkainen Presents: Monsters of the Multiverse,250
Vargouille,Tiny,Fiend,,Chaotic Evil,1,,,,,,,,,,x,,,,,x,x,,,,Mordenkainen Presents: Monsters of the Multiverse,251
Vegepygmy,Small,Plant,,Neutral,1/4,,,,,,,,,,,x,,,,x,,,,,Mordenkainen Presents: Monsters of the Multiverse,252
Thorny Vegepygmy,Medium,Plant,,Neutral,1,,,,,,,,,,,x,,,,x,,,,,Mordenkainen Presents: Monsters of the Multiverse,253
Vegepygmy Chief,Small,Plant,,Neutral,2,,,,,,,,,,,x,,,,x,,,,,Mordenkainen Presents: Monsters of the Multiverse,253
War Priest,Medium,Humanoid,cleric,Any,9,,x,,,,,,,,x,,,,,,,,x,,Mordenkainen Presents: Monsters of the Multiverse,254
Warlock of the Archfey,Medium,Humanoid,,Any,4,,x,,,,,,x,,,x,,,x,x,,,x,,Mordenkainen Presents: Monsters of the Multiverse,255
Warlock of the Fiend,Medium,Humanoid,,Any,7,,x,,,,,,x,,x,,,,,,x,,x,,Mordenkainen Presents: Monsters of the Multiverse,255
Warlock of the Great Old One,Medium,Humanoid,,Any,6,,x,,,,,,x,,,,,x,x,,x,,x,,Mordenkainen Presents: Monsters of the Multiverse,256
Warlord,Medium,Humanoid,,Any,12,,,x,,,,,,,,,,,,,,,x,,Mordenkainen Presents: Monsters of the Multiverse,257
Wastrilith,Large,Fiend,demon,Chaotic Evil,13,,,,,,,,,x,,,,,,x,x,x,,,Mordenkainen Presents: Monsters of the Multiverse,258
Apprentice Wizard,Medium,Humanoid,,Any,1/4,,x,,,,,,,,,,,,,,,,x,,Mordenkainen Presents: Monsters of the Multiverse,259
Abjurer Wizard,Medium,Humanoid,,Any,9,,x,,,,,,,,,,,,,,,,x,,Mordenkainen Presents: Monsters of the Multiverse,260
Conjurer Wizard,Medium,Humanoid,,Any,6,,x,,,,,,,,,,,,,,,,x,,Mordenkainen Presents: Monsters of the Multiverse,260
Diviner Wizard,Medium,Humanoid,,Any,8,,x,,,,,,,,,,,,,,,,x,,Mordenkainen Presents: Monsters of the Multiverse,261
Enchanter Wizard,Medium,Humanoid,,Any,5,,x,,,,,,,,,,,,,,,,x,,Mordenkainen Presents: Monsters of the Multiverse,261
Evoker Wizard,Medium,Humanoid,,Any,9,,x,,,,,,,,,,,,,,,,x,,Mordenkainen Presents: Monsters of the Multiverse,262
Illusionist Wizard,Medium,Humanoid,,Any,3,,x,,,,,,,,,,,,,,,,x,,Mordenkainen Presents: Monsters of the Multiverse,263
Necromancer Wizard,Medium,Humanoid,,Any,9,,x,,,,,,,,x,,,,,,,,x,,Mordenkainen Presents: Monsters of the Multiverse,264
Transmuter Wizard,Medium,Humanoid,,Any,5,,x,,,,,,,,,,,,,,,,x,,Mordenkainen Presents: Monsters of the Multiverse,265
Wood Woad,Medium,Plant,,Lawful Neutral,5,,,,,,,,,,,x,,,,,,,,,Mordenkainen Presents: Monsters of the Multiverse,266
Xvart,Small,Monstrosity,,Chaotic Evil,1/8,,,,,,,,,,,,,x,,,x,,,,Mordenkainen Presents: Monsters of the Multiverse,267
Xvart Warlock of Raxivort,Small,Monstrosity,,Chaotic Evil,1,,x,,,,,,,,,,,x,,,x,,,,Mordenkainen Presents: Monsters of the Multiverse,267
Yagnoloth,Large,Fiend,yugoloth,Neutral Evil,11,,x,,,,,,,,,,,,,,,,x,,Mordenkainen Presents: Monsters of the Multiverse,268
Yeenoghu,Huge,Fiend,demon,Chaotic Evil,24,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen Presents: Monsters of the Multiverse,270
Yeth Hound,Large,Fey,,Neutral Evil,4,,,,,,,,,,,x,x,x,,,,,,,Mordenkainen Presents: Monsters of the Multiverse,271
Yuan-Ti Anathema,Huge,Monstrosity,,Neutral Evil,12,,x,,,,,,,,x,x,,,,,x,,,,Mordenkainen Presents: Monsters of the Multiverse,272
Yuan-Ti Broodguard,Medium,Monstrosity,,Neutral Evil,2,,,,,,,,,,x,x,,,,,x,,,,Mordenkainen Presents: Monsters of the Multiverse,273
Yuan-Ti Mind Whisperer,Medium,Monstrosity,warlock,Neutral Evil,4,,x,,,,,,,,x,x,,,,,x,,,,Mordenkainen Presents: Monsters of the Multiverse,274
Yuan-Ti Nightmare Speaker,Medium,Monstrosity,warlock,Neutral Evil,4,,x,,,,,,,,x,x,,,,,x,,,,Mordenkainen Presents: Monsters of the Multiverse,275
Yuan-Ti Pit Master,Medium,Monstrosity,warlock,Neutral Evil,5,,x,,,,,,,,x,x,,,,,x,,,,Mordenkainen Presents: Monsters of the Multiverse,276
Zaratan,Gargantuan,Elemental,,Neutral,22,,,x,,,,,,,x,x,x,x,x,,x,,,,Mordenkainen Presents: Monsters of the Multiverse,278
Zariel,Large,Fiend,devil,Lawful Evil,26,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen Presents: Monsters of the Multiverse,280
Zuggtmoy,Large,Fiend,demon,Chaotic Evil,23,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen Presents: Monsters of the Multiverse,282
Assassin Bug,Medium,Monstrosity,,Neutral,3,,,,,,,,ø,ø,ø,ø,ø,ø,ø,ø,ø,,,,Mordenkainen's Fiendish Folio vol. 1,4
Blindhelm,Medium,Humanoid,Blindhelm,Chaotic Neutral,2,,,,,,,,,,,,,,,,x,,,,Mordenkainen's Fiendish Folio vol. 1,5
Crab Folk,Large,Giant,,Neutral,3,,,,,,,,,x,,,,,,,,,,,Mordenkainen's Fiendish Folio vol. 1,6
Dire Corby,Medium,Humanoid,Dire Corby,Neutral Evil,1/2,,,,,,,,,,,,,,,,x,,,,Mordenkainen's Fiendish Folio vol. 1,7
Eye of Fear and Flame,Medium,Undead,,Chaotic Evil,9,,x,,,,,,,,,,,,,,,,x,,Mordenkainen's Fiendish Folio vol. 1,8
Forlarren,Medium,Fey,,Chaotic Neutral,3,,x,,,,,,,,,,,,,,,,,x,Mordenkainen's Fiendish Folio vol. 1,9
Fog Giant,Huge,Giant,,Neutral Evil,11,,x,,,,,,,,,ø,ø,ø,ø,,,,ø,,Mordenkainen's Fiendish Folio vol. 1,10
Jermlaine,Tiny,Humanoid,Jermlaine,Neutral Evil,1/8,,,,,,,,,,,,,,,,x,,,,Mordenkainen's Fiendish Folio vol. 1,11
Khargra,Small,Elemental,,Neutral,1/8,,,,,,,,,,,,,ø,ø,,,,,x,Mordenkainen's Fiendish Folio vol. 1,12
Killmoulis,Tiny,Fey,,Neutral,0,,,,,,,,,,,,,,,,,,,x,Mordenkainen's Fiendish Folio vol. 1,13
Mite,Small,Fey,,Lawful Evil,1/4,,,,,,,,,,,,,,,,,,,x,Mordenkainen's Fiendish Folio vol. 1,14
Needle Lord,Large,Plant,,Chaotic Evil,3,,,,,,,,,,,x,,,,,,,,x,Mordenkainen's Fiendish Folio vol. 1,16
Needle Spawn,Medium,Plant,,Chaotic Evil,1/2,,,,,,,,,,,x,,,,,,,,ø,Mordenkainen's Fiendish Folio vol. 1,16
Norker,Small,Humanoid,Goblinoid,Chaotic Evil,1/2,,,,,,,,,,,,,,,,ø,,,,Mordenkainen's Fiendish Folio vol. 1,17
Norker War Leader,Small,Humanoid,Goblinoid,Chaotic Evil,3,,,,,,,,,,,,,,,,ø,,,,Mordenkainen's Fiendish Folio vol. 1,17
Screaming Devilkin,Small,Fey,,Lawful Evil,1,,,,,,,,,,,,,,,,,,,x,Mordenkainen's Fiendish Folio vol. 1,19
"Ygorl, Lord of Entropy",Large,Aberration,,Chaotic Neutral,23,,x,x,,x,,,,,,,,,,,,,,ø,Mordenkainen's Fiendish Folio vol. 1,20
Xill,Medium,Monstrosity,,Lawful Evil,3,,,,,,,,ø,ø,ø,ø,ø,ø,ø,ø,ø,ø,ø,x,Mordenkainen's Fiendish Folio vol. 1,21
Allip,Medium,Undead,,Neutral Evil,5,,,,,,,,,,,,,,,x,,,x,,Mordenkainen's Tome of Foes,116
Astral Dreadnought,Gargantuan,Monstrosity,Titan,Unaligned,21,,,x,,,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,117
Boneclaw,Large,Undead,,Chaotic Evil,12,,,,,,,,x,,x,,,,,,,,x,,Mordenkainen's Tome of Foes,121
Choker,Small,Aberration,,Chaotic Evil,1,,,,,,,,,,,x,,,x,,x,,,,Mordenkainen's Tome of Foes,123
Bronze Scout,Medium,Construct,,Unaligned,1,,,,,,,,,,,x,x,x,x,,,,,,Mordenkainen's Tome of Foes,125
Iron Cobra,Medium,Construct,,Unaligned,4,,,,,,,,,,,x,x,x,x,,,,,,Mordenkainen's Tome of Foes,125
Oaken Bolter,Medium,Construct,,Unaligned,5,,,,,,,,,,,x,x,x,x,,,,,,Mordenkainen's Tome of Foes,126
Stone Defender,Medium,Construct,,Unaligned,4,,,,,,,,,,,x,x,x,x,,,,,,Mordenkainen's Tome of Foes,126
Corpse Flower,Large,Plant,,Chaotic Evil,8,,,,,,,,,,,x,,,,x,,,,,Mordenkainen's Tome of Foes,127
Deathlock,Medium,Undead,,Neutral Evil,4,,x,,,,,,,,,,,,,,,,x,,Mordenkainen's Tome of Foes,128
Deathlock Mastermind,Medium,Undead,,Neutral Evil,8,,x,,,,,,,,,,,,,,,,x,,Mordenkainen's Tome of Foes,129
Deathlock Wight,Medium,Undead,,Neutral Evil,3,,x,,,,,,,,,,,,,,,,x,,Mordenkainen's Tome of Foes,129
Alkilith,Medium,Fiend,Demon,Chaotic Evil,11,,,,,,,,,,,,,,,,x,,x,ø,Mordenkainen's Tome of Foes,130
Armanite,Medium,Fiend,Demon,Chaotic Evil,7,,,,,,,,,,,,,,,,x,,,ø,Mordenkainen's Tome of Foes,131
Bulezau,Medium,Fiend,Demon,Chaotic Evil,3,,,,,,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,131
Dybbuk,Medium,Fiend,Demon,Chaotic Evil,4,,x,,,,,,,,x,,,,,,,,x,ø,Mordenkainen's Tome of Foes,132
Molydeus,Huge,Fiend,Demon,Chaotic Evil,21,,x,x,,,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,134
Nabassu,Medium,Fiend,Demon,Chaotic Evil,15,,,,,,,,,,,,,,,x,x,,x,ø,Mordenkainen's Tome of Foes,135
Abyssal Wretch,Medium,Fiend,Demon,Chaotic Evil,1/4,,,,,,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,136
Sibriex,Huge,Fiend,Demon,Chaotic Evil,18,,x,x,,,,,,,,,,,,,x,,,ø,Mordenkainen's Tome of Foes,137
Baphomet,Huge,Fiend,"Demon, Demon Lord",Chaotic Evil,23,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,143
Demogorgon,Huge,Fiend,"Demon, Demon Lord",Chaotic Evil,26,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,144
Fraz-Urb'luu,Large,Fiend,"Demon, Demon Lord",Chaotic Evil,23,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,146
Graz'zt,Large,Fiend,"Demon, Demon Lord, Shapechanger",Chaotic Evil,24,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,149
Juiblex,Huge,Fiend,"Demon, Demon Lord",Chaotic Evil,23,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,151
Orcus,Huge,Fiend,"Demon, Demon Lord",Chaotic Evil,26,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,153
Yeenoghu,Huge,Fiend,"Demon, Demon Lord",Chaotic Evil,24,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,155
Zuggtmoy,Large,Fiend,"Demon, Demon Lord",Chaotic Evil,23,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,156
Derro,Small,Humanoid,Derro,Chaotic Evil,1/4,,,,,,,,,,,,,,x,,x,,,ø,Mordenkainen's Tome of Foes,158
Derro Servant,Small,Humanoid,Derro,Chaotic Evil,3,,x,,,,,,,,,,,,x,,x,,,ø,Mordenkainen's Tome of Foes,159
Black Abishai,Medium,Fiend,Devil,Lawful Neutral,7,,,,,,,,,,,,,,,,,,x,ø,Mordenkainen's Tome of Foes,160
Blue Abishai,Medium,Fiend,Devil,Lawful Neutral,17,,x,,,,,,,x,,,,,,,,,x,ø,Mordenkainen's Tome of Foes,161
Green Abishai,Medium,Fiend,Devil,Lawful Neutral,15,,x,,,,,,,,,,,,,,,,x,ø,Mordenkainen's Tome of Foes,162
Red Abishai,Medium,Fiend,Devil,Lawful Neutral,19,,,,,,,,,,,,,,x,,,,x,ø,Mordenkainen's Tome of Foes,162
White Abishai,Medium,Fiend,Devil,Lawful Neutral,6,,,,,,,,,,,,,,,,,,x,ø,Mordenkainen's Tome of Foes,163
Amnizu,Medium,Fiend,Devil,Lawful Neutral,18,,x,,,,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,164
Hellfire Engine,Huge,Construct,,Lawful Neutral,16,,,,,,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,165
Narzugon,Medium,Fiend,Devil,Lawful Neutral,13,,,,,,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,167
Nupperibo,Medium,Fiend,Devil,Lawful Neutral,1/2,,,,,,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,168
Orthon,Large,Fiend,Devil,Lawful Neutral,10,,,,,,,,,,x,,,,,,x,,x,ø,Mordenkainen's Tome of Foes,169
Bael,Large,Fiend,"Devil, Archdevil",Lawful Neutral,19,,x,x,,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,170
Geryon,Huge,Fiend,"Devil, Archdevil",Lawful Neutral,22,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,173
Hutijin,Large,Fiend,"Devil, Archdevil",Lawful Neutral,21,,x,x,,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,175
Moloch,Large,Fiend,"Devil, Archdevil",Lawful Neutral,21,,x,x,,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,177
Titivilus,Medium,Fiend,"Devil, Archdevil",Lawful Neutral,16,,x,x,,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,179
Zariel,Large,Fiend,"Devil, Archdevil",Lawful Neutral,26,,x,x,x,x,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,180
Drow Arachnomancer,Medium,Humanoid,"Elf, drow",Chaotic Evil,13,,x,,,,,,,,,,,,,,x,,,,Mordenkainen's Tome of Foes,182
Drow Favored Consort,Medium,Humanoid,"Elf, drow",Chaotic Evil,18,,x,,,,,,,,,,,,,,x,,,,Mordenkainen's Tome of Foes,183
Drow House Captain,Medium,Humanoid,"Elf, drow",Chaotic Evil,9,,x,,,,,,,,,,,,,,x,,,,Mordenkainen's Tome of Foes,184
Drow Inquisitor,Medium,Humanoid,"Elf, drow",Chaotic Evil,14,,x,,,,,,,,,,,,,,x,,,,Mordenkainen's Tome of Foes,184
Drow Matron Mother,Medium,Humanoid,"Elf, drow",Chaotic Evil,20,,x,x,,,,,,,,,,,,,x,,,,Mordenkainen's Tome of Foes,186
Drow Shadowblade,Medium,Humanoid,"Elf, drow",Chaotic Evil,11,,x,,,,,,,,,,,,,,x,,,,Mordenkainen's Tome of Foes,187
Duergar Despot,Medium,Humanoid,Dwarf,Lawful Neutral,12,,x,,,,,,,,,,,,x,,x,,,,Mordenkainen's Tome of Foes,188
Duergar Hammerer,Medium,Humanoid,Dwarf,Lawful Neutral,2,,,,,,,,,,,,,,x,,x,,,,Mordenkainen's Tome of Foes,188
Duergar Screamer,Medium,Humanoid,Dwarf,Lawful Neutral,3,,,,,,,,,,,,,,x,,x,,,,Mordenkainen's Tome of Foes,190
Duergar Soulblade,Medium,Humanoid,Dwarf,Lawful Neutral,1,,x,,,,,,,,,,,,x,,x,,,,Mordenkainen's Tome of Foes,190
Duergar Stone Guard,Medium,Humanoid,Dwarf,Lawful Neutral,2,,,,,,,,,,,,,,x,,x,,,,Mordenkainen's Tome of Foes,191
Duergar Warlord,Medium,Humanoid,Dwarf,Lawful Neutral,6,,,,,,,,,,,,,,x,,x,,,,Mordenkainen's Tome of Foes,192
Duergar Xarrorn,Medium,Humanoid,Dwarf,Lawful Neutral,2,,,,,,,,,,,,,,x,,x,,,,Mordenkainen's Tome of Foes,193
Sacred Statue,Large,Construct,Eidolon,Unaligned,12,,,,,,,,,x,x,x,x,,x,,,,x,,Mordenkainen's Tome of Foes,194
Autumn Eladrin,Medium,Fey,Elf,Chaotic Neutral,10,,x,,,,,,,,,x,,,,,,,,,Mordenkainen's Tome of Foes,195
Spring Eladrin,Medium,Fey,Elf,Chaotic Neutral,10,,x,,,,,,,,,x,x,,,,,,,,Mordenkainen's Tome of Foes,196
Summer Eladrin,Medium,Fey,Elf,Chaotic Neutral,10,,,,,,,,,,x,x,,,,,,,,,Mordenkainen's Tome of Foes,196
Winter Eladrin,Medium,Fey,Elf,Chaotic Neutral,10,,x,,,,,,x,,,x,,,,,,,,,Mordenkainen's Tome of Foes,197
Leviathan,Gargantuan,Elemental,Elder elemental,Neutral,20,,,x,,,,,,x,,,,,,,,x,,,Mordenkainen's Tome of Foes,198
Phoenix,Gargantuan,Elemental,Elder elemental,Neutral,16,,,x,,,,,,,x,,,,x,,,,,,Mordenkainen's Tome of Foes,199
Zaratan,Gargantuan,Elemental,Elder elemental,Neutral,22,,,x,,,,,,,x,x,,,x,,x,,,,Mordenkainen's Tome of Foes,201
Air Elemental Myrmidon,Medium,Elemental,,Neutral,7,,,,,,,,,,ø,,,,ø,,,,,,Mordenkainen's Tome of Foes,202
Earth Elemental Myrmidon,Medium,Elemental,,Neutral,7,,,,,,,,,,,,,,,,ø,,,,Mordenkainen's Tome of Foes,202
Fire Elemental Myrmidon,Medium,Elemental,,Neutral,7,,,,,,,,,,ø,,,,,,,,,,Mordenkainen's Tome of Foes,203
Water Elemental Myrmidon,Medium,Elemental,,Neutral,7,,,,,,,,ø,ø,,ø,ø,,,ø,ø,ø,ø,ø,Mordenkainen's Tome of Foes,203
Githyanki Gish,Medium,Humanoid,Gith,Lawful Neutral,10,,x,,,,,,,,x,,,,x,,,,x,,Mordenkainen's Tome of Foes,205
Githyanki Kith'rak,Medium,Humanoid,Gith,Lawful Neutral,12,,x,,,,,,,,x,,,,x,,,,x,,Mordenkainen's Tome of Foes,205
Githyanki Supreme Commander,Medium,Humanoid,Gith,Lawful Neutral,14,,x,x,,,,,,,x,,,,x,,,,x,,Mordenkainen's Tome of Foes,206
Githyanki Anarch,Medium,Humanoid,Gith,Lawful Neutral,16,,x,x,x,,,,,,x,,,,x,,,,x,,Mordenkainen's Tome of Foes,207
Githyanki Enlightened,Medium,Humanoid,Gith,Lawful Neutral,10,,x,,,,,,,,x,,,,x,,,,x,,Mordenkainen's Tome of Foes,208
Gray Render,Large,Monstrosity,,Chaotic Neutral,12,,,,,,,,,,,x,,x,,,,,,,Mordenkainen's Tome of Foes,209
Howler,Large,Fiend,,Chaotic Evil,8,,,,,,,,,,x,,x,x,,,x,,,,Mordenkainen's Tome of Foes,210
Marut,Large,Construct,Inevitable,Lawful Neutral,25,,x,,,,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,213
Nagpa,Medium,Humanoid,Nagpa,Neutral Evil,17,,x,,,,,,,x,x,x,,,,x,x,,x,,Mordenkainen's Tome of Foes,215
Nightwalker,Huge,Undead,,Chaotic Evil,20,,,,,,,,x,,x,,,,,x,x,,,,Mordenkainen's Tome of Foes,216
Adult Oblex,Medium,Ooze,Oblex,Lawful Neutral,5,,x,,,,,,,,,,,,,x,x,,x,,Mordenkainen's Tome of Foes,218
Elder Oblex,Huge,Ooze,Oblex,Lawful Neutral,10,,x,,,,,,,,,,,,,x,x,,x,,Mordenkainen's Tome of Foes,219
Ogre Battering Ram,Large,Giant,Ogre,Chaotic Evil,4,,,,,,,,,,,,x,x,,,,,,,Mordenkainen's Tome of Foes,220
Ogre Howdah,Large,Giant,Ogre,Chaotic Evil,2,,,,,,,,,,,,x,x,,,,,,,Mordenkainen's Tome of Foes,221
Gloom Weaver,Medium,Humanoid,"Elf, Shadar-Kai",Neutral,9,,x,,,,,,,,,,,,,,x,,x,,Mordenkainen's Tome of Foes,224
Soul Monger,Medium,Humanoid,"Elf, Shadar-Kai",Neutral,11,,,,,,,,,,,,,,,,x,,x,,Mordenkainen's Tome of Foes,226
Skulk,Medium,Humanoid,,Chaotic Neutral,1/2,,,,,,,,,x,,x,,,,x,,,,,Mordenkainen's Tome of Foes,227
Skull Lord,Medium,Undead,,Lawful Neutral,15,,x,x,,,,,,,x,,,,,x,x,,,,Mordenkainen's Tome of Foes,230
The Hungry,Medium,Monstrosity,Sorrowsworn,Neutral Evil,11,,,,,,,,,,,x,,,,,x,,x,,Mordenkainen's Tome of Foes,232
The Lost,Medium,Monstrosity,Sorrowsworn,Neutral Evil,7,,,,,,,,x,,x,x,,,x,x,x,,x,,Mordenkainen's Tome of Foes,233
Star Spawn Larva Mage,Medium,Aberration,,Neutral Evil,16,,x,x,,,,,,,,,,,x,,x,,,,Mordenkainen's Tome of Foes,235
Star Spawn Seer,Medium,Aberration,,Neutral Evil,13,,,,,,,,,,,,,,x,,x,,,,Mordenkainen's Tome of Foes,236
Steel Predator,Large,Construct,,Lawful Neutral,16,,x,,,,,,,,,,,,,,,,x,,Mordenkainen's Tome of Foes,239
Stone Cursed,Medium,Construct,,Lawful Neutral,1,,,,,,,,,,x,,,,x,,,,x,,Mordenkainen's Tome of Foes,240
Sword Wraith Commander,Medium,Undead,,Lawful Neutral,8,,,,,,,,,,,,x,,,x,,,,,Mordenkainen's Tome of Foes,241
Tortle,Medium,Humanoid,Tortle,Lawful Good,1/4,,,,,,,,,x,,,,,,,,,,,Mordenkainen's Tome of Foes,242
Tortle Druid,Medium,Humanoid,Tortle,Lawful Good,2,,,,,,,,,x,,,,,,,,,,,Mordenkainen's Tome of Foes,242
Rot Troll,Large,Giant,,Chaotic Evil,9,,,,,,,,,,x,x,,,,x,x,,,,Mordenkainen's Tome of Foes,244
Canoloth,Medium,Fiend,Yugoloth,Neutral Evil,8,,,,,,,,,x,,,,,,,x,,x,ø,Mordenkainen's Tome of Foes,247
Dhergoloth,Medium,Fiend,Yugoloth,Neutral Evil,7,,x,,,,,,,,,,,,,,x,,,ø,Mordenkainen's Tome of Foes,248
Hydroloth,Medium,Fiend,Yugoloth,Neutral Evil,9,,x,,,,,,,,,,,,,,,,,ø,Mordenkainen's Tome of Foes,249
Merrenoloth,Medium,Fiend,Yugoloth,Neutral Evil,3,,x,,x,,,,,x,,,,,,,,,,ø,Mordenkainen's Tome of Foes,250
Oinoloth,Medium,Fiend,Yugoloth,Neutral Evil,12,,x,,,,,,,,x,,,,,,x,,,ø,Mordenkainen's Tome of Foes,251
Amphisbaena,Medium,Monstrosity,,Unaligned,1/2,,,,,,,,,,,,,,,,,,,,Mythic Odysseys of Theros,208
Anvilwrought Raptor,Tiny,Construct,,Unaligned,1/2,,,,,,v,,,,,x,x,x,,,,,x,,Mythic Odysseys of Theros,209
Bronze Sable,Medium,Construct,,Unaligned,1,,,,,,,,,,,,,,,,,,x,,Mythic Odysseys of Theros,210
Burnished Hart,Medium,Construct,,Unaligned,2,,,,,,,,,,,x,x,,,,,,,x,Mythic Odysseys of Theros,211
Gold-Forged Sentinel,Large,Construct,,Unaligned,5,,,,,,,,,,,,,,x,,,,ø,,Mythic Odysseys of Theros,211
Archon of Falling Stars,Medium,Celestial,,Lawful Good,12,,x,x,,x,,,,,,,,,,,,,,,Mythic Odysseys of Theros,212
Ashen Rider,Medium,Celestial,,Lawful Evil,16,,x,x,,,,,,,,,,,,,,,,x,Mythic Odysseys of Theros,213
Winged Bull,Large,Celestial,,Unaligned,4,,,,,,,,,,,,,,,,,,,x,Mythic Odysseys of Theros,214
Winged Lion,Large,Celestial,,Unaligned,4,,,,,,,,,,,,,,,,,,,x,Mythic Odysseys of Theros,214
Two-Headed Cerberus,Medium,Monstrosity,,Lawful Evil,2,,,,,,,,,,,,,,,,ø,,,x,Mythic Odysseys of Theros,215
Underworld Cerberus,Large,Monstrosity,,Lawful Evil,6,,,,,,,,,,,,,,,,ø,,,x,Mythic Odysseys of Theros,215
Theran Chimera,Large,Monstrosity,,Unaligned,7,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,Mythic Odysseys of Theros,216
Colossus of Akros,Gargantuan,Construct,,Unaligned,23,,,,,x,,,,,,,,,,,,,x,,Mythic Odysseys of Theros,218
Abhorrent Overlord,Large,Fiend,,Lawful Evil,9,,x,,,,,,,,,,,,,,,,,x,Mythic Odysseys of Theros,219
Eater of Hope,Large,Fiend,,Lawful Evil,6,,,,,,,,,,,,,,,,,,,x,Mythic Odysseys of Theros,220
Nightmare Shepherd,Large,Fiend,,Lawful Evil,11,,x,,,,,,,,,,,,,,,,,x,Mythic Odysseys of Theros,221
Flitterstep Eidolon,Medium,Undead,,Any,3,,,,,,,,ø,ø,ø,ø,ø,ø,ø,ø,ø,,,,Mythic Odysseys of Theros,222
Ghostblade Eidolon,Medium,Undead,,Any,5,,,,,,,,ø,ø,ø,ø,ø,ø,ø,ø,ø,,,,Mythic Odysseys of Theros,222
Fleecemane Lion,Large,Monstrosity,,Unaligned,3,,,x,,,,,,,,,,,,,,,,,Mythic Odysseys of Theros,223
Doomwake Giant,Huge,Giant,,Lawful Evil,11,,,,,,,,,,,,,,,,,,,,Mythic Odysseys of Theros,224
Hundred-Handed One,Huge,Giant,,Lawful Neutral,15,,,,,,,,,x,,,,,x,,,,,,Mythic Odysseys of Theros,225
Aphemia,Medium,Monstrosity,,Chaotic Evil,5,,,,,x,,,,,,,,,,,,,,,Mythic Odysseys of Theros,226
Blood-Toll Harpy,Medium,Monstrosity,,Chaotic Evil,1/8,,,,,,,,,ø,,,,,ø,ø,,,,,Mythic Odysseys of Theros,227
Hippocamp,Large,Monstrosity,,Chaotic Good,1/2,,,,,,,,,,,,,,,x,,,,,Mythic Odysseys of Theros,227
Akroan Hoplite,Medium,Humanoid,Any Race,Any,3,,,,,,,,,,,,,,,,,,ø,,Mythic Odysseys of Theros,228
Meletian Hoplite,Medium,Humanoid,Any Race,Any,3,,x,,,,,,,,,,,,,,,,ø,,Mythic Odysseys of Theros,229
Setessan Hoplite,Medium,Humanoid,Any Race,Any,4,,,,,,,,,,,,,,,,,,ø,,Mythic Odysseys of Theros,229
Ironscale Hydra,Gargantuan,Monstrosity,,Unaligned,12,,,,,,,,,,,,,,x,x,x,,,,Mythic Odysseys of Theros,231
Polukranos,Gargantuan,Monstrosity,,Unaligned,19,,,x,,x,,,,,,,,,,,,,,,Mythic Odysseys of Theros,231
